ad_title,organic_video_url,ad_url,ad_unlisted,upload_date,ad_genre,views_count,duration_time,ad_likes,ad_dislikes,ad_cta_link,ad_description,ad_links,count,channel_name,ad_channel_link,ad_channel_subscriber,channel_created_date,total_videos
Discover the Collection by KitchenAid,https://www.youtube.com/watch?v=2iw7T1omSc0,https://www.youtube.com/watch?v=TLzha-LAscA,No,"Oct 17, 2018",Howto & Style,7348263,0:30,26 ,5 ,https://www.kitchenaid.com/major-appliances.html?cmp=kad:dts_b_q3_mda:na:olv&dclid=CMrzrdHL7-sCFarBlAkds7kPqg,"When possibility is designed into every KitchenAid appliance, you can leave your mark with everything you create.",,9,KitchenAid,https://www.youtube.com/channel/UC7JxhNtzu-w-tPUw0_np3BQ,45700,"Mar 30, 2010",408
Click & Start Saving | Honey Saves You Money,https://www.youtube.com/watch?v=9qKtEAoudkU,https://www.youtube.com/watch?v=HoPm8BQ-2DY,Yes,"Aug 5, 2020",Science & Technology,834985,0:56,0,0,https://www.joinhoney.com/page/DR-US-Simplified-Yellow-General-Widget-Logos/?utm_source=yout&utm_medium=vid&utm_campaign=YOUT_US_200909_1D_Brand-Buy_TeamWin_ClickHere-TW-B-AreYouTired_56_Topics_ComputersandElectronics_All_25-65_ClickHere_YepClickHere_DR-US-Simplified-Yellow-General-Widget-Logos&utm_content=DR-US-Simplified-Yellow-General-Widget-Logos&from=r,"Yep, click the button to get Honey. Or go here  http://joinhoney.co/mq94QQ

Subscribe  http://joinhoney.co/vQxZnH

Watch More  http://joinhoney.co/SrJdXx

About Honey:
Honey is a free browser extension that can find deals for you when you shop online. It scans the internet for the best promo codes and coupon codes and then applies them to your cart at check-out on over 30,000 sites. Honeys already found over $2 billion in savings, has earned over 100,000 5-star reviews in the Google Chrome Store, and has over 17 million members.","http://joinhoney.co/mq94QQ ,http://joinhoney.co/vQxZnH ,http://joinhoney.co/SrJdXx",1,Honey,https://www.youtube.com/channel/UCgUAU2Cuf4l_33cQxyeIt1A,58400,"Feb 9, 2017",115
No More Digging for Coupon Codes | Honey Saves You Money,https://www.youtube.com/watch?v=YydO-6utQ6Y,https://www.youtube.com/watch?v=PiZK4AMMoDo,Yes,"Jul 27, 2020",Science & Technology,188359,1:01,0,0,https://www.joinhoney.com/page/DR-US-Evergreen-Simplified-Fashionista-Widget/?utm_source=yout&utm_medium=vid&utm_campaign=YOUT_US_200727_1D_Brand-Buy_TeamWin_CuteBribe-B_62_Topics_BeautyandFitness_All_25-65_TryFree_UnlockCoupons_DR-US-Evergreen-Simplified-Fashionista-Widget&utm_content=DR-US-Evergreen-Simplified-Fashionista-Widget&from=r,"Watch how honey saves you money & see something cute. 

Get Honey  http://joinhoney.co/mq94QQ


Subscribe  http://joinhoney.co/vQxZnH

Watch More  http://joinhoney.co/SrJdXx

About Honey:
Honey is a free browser extension that can find deals for you when you shop online. It scans the internet for the best promo codes and coupon codes and then applies them to your cart at check-out on over 30,000 sites. Honeys already found over $2 billion in savings, has earned over 100,000 5-star reviews in the Google Chrome Store, and has over 17 million members.","http://joinhoney.co/mq94QQ ,http://joinhoney.co/vQxZnH ,http://joinhoney.co/SrJdXx",2,Honey,https://www.youtube.com/channel/UCgUAU2Cuf4l_33cQxyeIt1A,58400,"Feb 9, 2017",115
TREMFYA Uncover :30s,https://www.youtube.com/watch?v=bRolPNt7AbI,https://www.youtube.com/watch?v=u6IcFEkpus4,Yes,"Nov 6, 2019",Education,62717831,0:34,0,0,https://www.tremfya.com/?utm_medium=display-video&utm_source=cadreon&utm_term=261967238&utm_content=tremfy30sdurabilityyoutubelprev&utm_campaign=us_tremfya_2020tremfya,,,1,PsoriasisMatters,https://www.youtube.com/channel/UCKD78ACjh2LtbGDnsHcPYMg,0,"Dec 21, 2011",0
Check Up Youtube NA OLV VID 6 16x9 CVS NA,https://www.youtube.com/watch?v=sKKuNA0vTvc,https://www.youtube.com/watch?v=FrLpNVnSfKo,Yes,"Jul 15, 2020",Howto & Style,37,0:06,0,0,https://www.cvs.com/content/health-hub?cid=ov_hh_2h2020_dma,,,1,CVS Pharmacy,https://www.youtube.com/channel/UChickNdPOc6P_JE3MbPsDNQ,2500,"Oct 24, 2017",120
Introducing JIMMYCHOO X TIMBERLAND | Jimmy Choo,https://www.youtube.com/watch?v=uVdd39VC_Qs,https://www.youtube.com/watch?v=xksM-LpaU9Y,Yes,"Sep 9, 2020",Howto & Style,160324,0:24,0,0,https://us.jimmychoo.com/en/timberland-collaboration.html?geoip=geoip&utm_source=YouTube&utm_medium=paidsocial&utm_campaign=Timberland_30sec_US&gclid=EAIaIQobChMI1-ye0c3v6wIVSuooBR2c_w3EEAEYASAAEgLdc_D_BwE&gclsrc=aw.ds,Introducing Jimmy Choo x Timberland: two worlds collide with a  collaboration that fuses red carpet glamour with outdoor utility #JIMMYCHOOXTIMBERLAND. Discover more at JimmyChoo.com,#JIMMYCHOOXTIMBERLAND,5,Jimmy Choo,https://www.youtube.com/channel/UCg03Eq6YWM5Z3GjzUk8hoqQ,48300,"Oct 16, 2009",147
Unveil Spanish,https://www.youtube.com/watch?v=VHpkZKciStM,https://www.youtube.com/watch?v=65v9oe5_Rbc,Yes,"Aug 20, 2020",Entertainment,73,0:15,0,0,https://www.samsung.com/us/smartphones/galaxy-note20-5g/?cid=dis-mktg-stc-mob-us-other-dvid-08242020-17551-604968-278572381-136725073&dclid=CKSp1YvO7-sCFc8JwQodwo0LbA,,,3,Samsung US,https://www.youtube.com/channel/UCnEdfCdbxJJ9ouWKLSRCRRw,1910000,"Dec 11, 2007",497
Waiting | Joe Biden For President 2020,https://www.youtube.com/watch?v=NKuoOu4_5Vw,https://www.youtube.com/watch?v=MqBGHrrVCJo,Yes,"Sep 1, 2020",News & Politics,227206,0:30,0,0,https://joebiden.com/,"Join our campaign: http://www.joebiden.com

Follow Joe!
Joes Twitter: https://twitter.com/joebiden
Joes Facebook: https://www.facebook.com/joebiden
Joes Instagram: https://www.instagram.com/joebiden
#JoeBiden #Joe2020 #BidenForPresident

Former Vice President Joe Biden is running for president to restore the soul of the nation. He believes it's time to remember who we are. We're Americans: tough and resilient. We choose hope over fear. Science over fiction. Truth over lies. And unity over division. We are the United States of America. And together, there is not a single thing we can't do. Join Team Joe today: http://www.joebiden.com/join","http://www.joebiden.com ,https://twitter.com/joebiden ,https://www.facebook.com/joebiden ,https://www.instagram.com/joebiden ,#JoeBiden ,#Joe2020 ,#BidenForPresident ,http://www.joebiden.com/join",1,Joe Biden,https://www.youtube.com/channel/UCWNpXitY8eJ-ku6M-v25MKw,185000,"Apr 22, 2019",471
Main KV Animation Spanish,https://www.youtube.com/watch?v=JQik9IGjzoA,https://www.youtube.com/watch?v=tUCKpTXjNGs,Yes,"Aug 20, 2020",Entertainment,49,0:06,0,0,https://www.samsung.com/us/smartphones/galaxy-note20-5g/?cid=dis-mktg-stc-mob-us-other-dvid-08242020-17557-604968-278294384-136725076&dclid=CKLE7ZfP7-sCFTCCywEdnmoOoA,,,2,Samsung US,https://www.youtube.com/channel/UCnEdfCdbxJJ9ouWKLSRCRRw,1910000,"Dec 11, 2007",497
Combo KV Animation Spanish,https://www.youtube.com/watch?v=PX74JE8NNvY,https://www.youtube.com/watch?v=7dC-1BhvAuU,Yes,"Aug 20, 2020",Entertainment,27,0:06,0,0,https://www.samsung.com/us/smartphones/galaxy-note20-5g/?cid=dis-mktg-stc-mob-us-other-dvid-08242020-17560-604968-278294384-136711439&dclid=CKz349jP7-sCFcVF7AodzCcCAA,,,1,Samsung US,https://www.youtube.com/channel/UCnEdfCdbxJJ9ouWKLSRCRRw,1910000,"Dec 11, 2007",497
15632 YouTube 1920x1080 30 Trailer NA AllEpisodesFree StreamingNow,https://www.youtube.com/watch?v=f1ahMdBilbc,https://www.youtube.com/watch?v=lCkrlldxoPo,Yes,"Sep 9, 2020",Entertainment,205188,0:30,0,0,https://www.peacocktv.com/noughts-and-crosses?cid=pdsoc1663&utm_source=dv360&utm_medium=pd_social_tg_vidnoskp&utm_campaign=20200904originalsnoughtsandcrosses&utm_term=281815406&utm_content=137500572,,,1,Peacock,https://www.youtube.com/channel/UCPgMAS8woHJ_o_OZdTR7kcQ,83600,"Sep 11, 2019",133
Glasses-Longtermwealth-Sep2020-QFC1R1V2 16x9 07,https://www.youtube.com/watch?v=PzSxRtZt89c,https://www.youtube.com/watch?v=rGVgc3X7fX0,Yes,"Sep 3, 2020",People & Blogs,212376,0:16,0,0,https://fundrise.com/acq-plus/start?utm_source=youtube&utm_medium=cpc&utm_content=Glasses-Longtermwealth-Sep2020-QFC1R1V216x907_c&utm_campaign=youtube-RIAConversions-Affinity_AffinityAvidInvestors-BusinessJanuary2020&gclid=EAIaIQobChMIv-WC-NDv6wIVvM8oBR3aVQR4EAEYASAAEgI7OvD_BwE,,,5,Fundrise,https://www.youtube.com/channel/UChvTrZMHlGlrNMhb0000-rA,3680,"Oct 25, 2013",15
14519 YouTube 1920x1080 56 Chalkboard Jack Video,https://www.youtube.com/watch?v=pHw7oCig2m4,https://www.youtube.com/watch?v=wlgzzNHq3Ig,Yes,"Sep 9, 2020",Entertainment,119127,0:55,0,0,https://www.peacocktv.com/ap-bio?cid=pdsoc1655&utm_source=dv360&utm_medium=pd_social_tg_preskp&utm_campaign=20200903originalsapbio&utm_term=281916550&utm_content=137551262,,,3,Peacock,https://www.youtube.com/channel/UCPgMAS8woHJ_o_OZdTR7kcQ,83600,"Sep 11, 2019",133
"Better Communication, Better Connection | Grammarly",https://www.youtube.com/watch?v=LVFndXmEFM4,https://www.youtube.com/watch?v=cjBPnIXK60U,No,"Oct 28, 2019",Education,183140529,1:00,795 ,961 ,https://www.grammarly.com/?utm_source=youtube&utm_medium=cpc&utm_phase=student&utm_content=Connect60sDR1&utm_campaign=btsausnz&gclid=EAIaIQobChMIyK3xstHv6wIV5egoBR0g9gfMEAEYASAAEgLWH_D_BwE,See how Grammarly can make your writing great by helping you find the perfect words to communicate and connect. Learn more about Grammarly: https://bit.ly/2GXgqFI #HelpingYouConnect,"https://bit.ly/2GXgqFI ,#HelpingYouConnect",4,Grammarly,https://www.youtube.com/channel/UCfmqLyr1PI3_zbwppHNEzuQ,136000,"Jan 23, 2012",66
Phi Villa 2020 New Style Patio Umbrella Collection,https://www.youtube.com/watch?v=G3oc5GUY4wM,https://www.youtube.com/watch?v=fAw6TPwj9YA,No,"Apr 23, 2020",Howto & Style,96043,0:50,0,2 ,https://www.alphamarts.com/collections/patio-umbrellas?gclid=EAIaIQobChMI7pmHpNLv6wIVU-UoBR25BgUgEAEYASAAEgKH8PD_BwE,"Phi Villa 2020 new style patio umbrella collection. Double-sided, Auto-Tilt market, 3 tier and more. Durable frame and easy operation. Visit https://bit.ly/3arlVZ3 to see more options.",https://bit.ly/3arlVZ3,1,AlphaMarts.com,https://www.youtube.com/channel/UCac16W5nwNTsMkJR3qBZ7BA,368 ,"Apr 24, 2018",41
FY20 Enterprise Google Video A Promise Made Donate Now EL Long Form,https://www.youtube.com/watch?v=HOh2-0FJ5Sk,https://www.youtube.com/watch?v=AO3z12VqRW8,Yes,"May 19, 2020",Nonprofits & Activism,18600154,4:12,0,0,https://www.stjude.org/promotion/impact-giving-pm.html?sc_dcm=279764917&d_creative=136186667&sc_cid=bnn75937&dclid=CJqV5dzS7-sCFcUWswAddR4NoA,,,6,St. Jude Children's Research Hospital,https://www.youtube.com/channel/UC2NI99YBLdVDNVK-iQmkUbA,67200,"Nov 12, 2007",382
What Polling Data Tells Us,https://www.youtube.com/watch?v=aqqtlzVqQtE,https://www.youtube.com/watch?v=3BW5arKSnc0,Yes,"Aug 26, 2020",News & Politics,922751,0:10,0,1 ,https://www.wsj.com/articles/what-polling-can-tell-us-100-days-from-the-election-11595768400?mod=EL20_YTV_BRD_AUG&gclsrc=aw.ds&&gclid=EAIaIQobChMInILa7NLv6wIVAOQoBR1t0wLBEAEYASAAEgL31_D_BwE,,,12,Wall Street Journal,https://www.youtube.com/channel/UCK7tptUDHh-RYDsdxO1-5QQ,2380000,"Jun 18, 2007","20,000"
Pasha de Cartier,https://www.youtube.com/watch?v=4PeDOorwEKg,https://www.youtube.com/watch?v=k_aonNAuHbQ,Yes,"Aug 5, 2020",Film & Animation,1046847,0:15,46 ,23 ,https://www.cartier.com/en-us/maison/Pasha-de-Cartier.html?utm_source=YouTube%20&utm_medium=display&utm_campaign=US_CARUS-US-BRST-WAT-PASHA-21-FY21PASHA&utm_content=TrueViewAction_NA&utm_term=1x1&gclid=EAIaIQobChMI8dqvltPv6wIVooI1Ch22UwolEAEYASAAEgKUpfD_BwE,"FOR THE RELAUNCH OF ITS PASHA WATCH, CARTIER HAS BROUGHT TOGETHER A COMMUNITY OF PEOPLE WHO ARE CHANGING THE CODES OF SUCCESS BY PAVING UNIQUE NEW PATHS, BOTH CREATIVE AND DIVERSE. Discover the film.",,11,Cartier,https://www.youtube.com/channel/UCu16y62LPCwTknfV5_7Zalg,151000,"Mar 16, 2006",53
Pro Video Comcast,https://www.youtube.com/watch?v=JROIld5pmBA,https://www.youtube.com/watch?v=ESizZ-QxIUA,Yes,"Sep 10, 2020",Entertainment,2033334,0:15,0,0,https://www.samsung.com/us/smartphones/galaxy-note20-5g/models/?cid=dis-mktg-stc-mob-us-other-dvid-09012020-17684-2400725-278984680-137045244&dclid=COiskrbT7-sCFfIHswAdrNYCcw,,,1,Samsung US,https://www.youtube.com/channel/UCnEdfCdbxJJ9ouWKLSRCRRw,1910000,"Dec 11, 2007",497
"Dr. Christian Loetscher welcomes you to Atlanta Oral & Maxillofacial Surgery, P.C.",https://www.youtube.com/watch?v=KDtzgLDDk_A,https://www.youtube.com/watch?v=6tzxB7YnuIw,No,"Jul 1, 2019",Education,35298,3:06,3 ,0,https://www.jawimplant.com/?gclid=EAIaIQobChMIpJeUyNTv6wIVcoI1Ch1FpgquEAEYASAAEgIwUvD_BwE,"Atlanta Oral and Maxillofacial Surgery
770-664-5550 
https://www.jawimplant.com/

Experience the difference only an experienced implant specialist can provide in surgical and implant care!

With years of experience teamed up with our in-house lab, and our network of dental professionals  we offer quality care and service second to none!

It all began with Dr. Loetschers 25 years of experience in the art of surgery  facial reconstruction and implant rehabilitation. Your journey continues on with his board certification in Oral & Maxillofacial Surgery, and Dental Anesthesia. 

Then you arrive at our comfortable facility, enjoy our friendly and sharp staff. Dr. Loetscher will put you at ease with his thorough work-up and together we put together your exciting treatment plan. The teams experience and knowledge will allow provide your ease of mind in receiving great care and value. 

Our Team can also evaluate your jaw positioning for occlusal, esthetic and airway evaluation.",https://www.jawimplant.com/,2,Atlanta Oral & Maxillofacial Surgery,https://www.youtube.com/channel/UC_p5rAlcSnvveUCahTmHTKA,18 ,"Mar 19, 2019",26
Flex Your Savings | Honey Saves You Money,https://www.youtube.com/watch?v=gdZLi9oWNZg,https://www.youtube.com/watch?v=0Vv2vyFobak,Yes,"Sep 1, 2020",Science & Technology,20918,0:54,0,0,https://www.joinhoney.com/page/DR-US-Simplified-Yellow-General-Widget-Logos/?utm_source=yout&utm_medium=vid&utm_campaign=YOUT_US_200911_1D_Brand-Buy_TeamWin_HoneyFlex-Final-A_55_Broad_Broad_F_18-65_ItsFree_UnlockCoupons_DR-US-Simplified-Yellow-General-Widget-Logos&utm_content=DR-US-Simplified-Yellow-General-Widget-Logos&from=r,"Get Honey  http://joinhoney.co/mq94QQ

Subscribe  http://joinhoney.co/vQxZnH

About Honey:
Honey is a free browser extension that can find deals for you when you shop online. It searches the internet for promo codes and coupon codes and then applies them to your cart at check-out on over 30,000 sites. Honeys already found over $1 billion in savings, has earned over 100,000 5-star reviews in the Google Chrome Store, and has over 17 million members.","http://joinhoney.co/mq94QQ ,http://joinhoney.co/vQxZnH",4,Honey,https://www.youtube.com/channel/UCgUAU2Cuf4l_33cQxyeIt1A,58400,"Feb 9, 2017",115
Made Millions - :30,https://www.youtube.com/watch?v=Gw-UqRoxQH8,https://www.youtube.com/watch?v=ks0o9Dr2Sio,Yes,"Sep 1, 2020",Nonprofits & Activism,42566,0:30,0,0,https://www.senatemajority.com/?utm_medium=ads&utm_source=YouTube&utm_content=Millions30&utm_campaign=GAMillions,,,2,Senate Majority PAC 2020,https://www.youtube.com/channel/UCoAbyusqdPHD4HRF8iriOdQ,75 ,"Dec 4, 2019",0
"Welcome to Halcyon in Alpharetta, GA",https://www.youtube.com/watch?v=cMFHUTJ13Ys,https://www.youtube.com/watch?v=0JQZlTNrEJs,No,"Jul 7, 2020",Travel & Events,2990,1:26,3 ,0,https://www.coleteamrealestate.com/halcyon?gclid=EAIaIQobChMI-5mS_Nbv6wIVC-QoBR2WhwRiEAEYASAAEgKbG_D_BwE,"Join the Cole Team in a tour of Halcyon in Alpharetta, GA! This fabulous mixed use development opened in 2019 in Forsyth County. Those that have experienced it describe it as ""Peaceful living, joyful surroundings and prosperous venues to dine, shop and enjoy."" From coffee and brunch to cocktails and fine dining, youll find both full service and quick counter service restaurant options such as Ocean and Acre, Cherry Street Brewing Company, Butcher and Brew, CT Cantina Taqueria, Kilwins, Gu's Dumplings, It's a Sweet Life, and of a Thousand Hills Coffee, and more.

Halcyon is also home to many locally owned boutiques with merchandise that you wont find anywhere else!  Halcyon's shops carry a range of products that will appeal to everyone's style. Check out Nina & Leigh, Lizard Thicket, RW Design & Exchange, Totally Running & Walking, and Gibson Company.

The opportunity for fun is endless.Concerts, yoga, weekly running groups, farmer's market, Corn hole leagues, Furkids adoptions....don't miss dine-in cinema experience too!

With the Big Creek Greenway trailhead situated at Halcyon, strolling with furry friends, biking, walking and jogging are a part of the special experience you will encounter. Also there are some fantastic new real estate options for those that want to call Halcyon home 24/7.

Ready to call Halcyon home? Or find a home nearby? Call us today. We do life in this area and can help you do the same. For more info on Halcyon check out https://www.visithalcyon.com

-------
WAS THIS HELPFUL? Leave us a comment below & Subscribe to this channel: https://www.youtube.com/user/ColeTeam...
  
 YOU MIGHT ALSO LIKE

OUR FULL PLAYLIST on Youre Under ContractNow What?: 
https://www.youtube.com/playlist?list...

Cole Team Client Testimonials: 
https://www.youtube.com/watch?v=DEypS...

Weekly Whats Happening in North Atlanta Market Update: 
https://www.youtube.com/watch?v=FhM7w...

North Atlanta Favorites - Our spotlight on local small businesses: 
https://www.youtube.com/watch?v=XNU3G...

Here are a great resources  to help you if you are considering moving in the near future:

*Search for homes on our new website (we update hourly)  https://search.coleteamrealestate.com/

*Get an estimate of your home's value  https://www.coleteamrealestate.com/se...

*Check out our innovative marketing plan to sell homes  https://www.coleteamrealestate.com/re...

*Learn about our exclusive Compass Concierge Program that will help sell your home faster and for top dollar  https://www.coleteamrealestate.com/co...

Cole Team with Compass 
Real Estate Advisors
Serving North Atlanta Areas including Cumming, Alpharetta, Milton, and Dawsonville
https://www.coleteamrealestate.com/
ColeTeam@ColeTeamRealEstate.com
770-316-3110
About us https://www.youtube.com/watch?v=xh6DF...

Let's Connect! Join us these other social platforms:
Facebook: https://www.facebook.com/ColeTeamReal...
Instagram :https://www.instagram.com/cole_team/
Twitter: https://twitter.com/Cole_Team
LinkedIn: https://www.linkedin.com/in/coleteamr...

Thanks for watching this video on Welcome to Halcyon""

Subscribe and stay tuned for more :) https://www.youtube.com/user/ColeTeam...

To replay this: https://youtu.be/0JQZlTNrEJs
#coleteamrealestate","https://www.visithalcyon.com ,https://www.youtube.com/user/ColeTeam... ,https://www.youtube.com/playlist?list... ,https://www.youtube.com/watch?v=DEypS... ,https://www.youtube.com/watch?v=FhM7w... ,https://www.youtube.com/watch?v=XNU3G... ,https://search.coleteamrealestate.com/ ,https://www.coleteamrealestate.com/se... ,https://www.coleteamrealestate.com/re... ,https://www.coleteamrealestate.com/co... ,https://www.coleteamrealestate.com/ ,https://www.youtube.com/watch?v=xh6DF... ,https://www.facebook.com/ColeTeamReal... ,https://www.instagram.com/cole_team/ ,https://twitter.com/Cole_Team ,https://www.linkedin.com/in/coleteamr... ,https://www.youtube.com/user/ColeTeam... ,https://youtu.be/0JQZlTNrEJs ,#coleteamrealestate",1,Cole Team with Compass Real Estate in Georgia,https://www.youtube.com/channel/UCG4KUocMyKLOQjZVyhe3pdA,29 ,"Nov 4, 2010",560
MCWK136520IH YouTube,https://www.youtube.com/watch?v=TrrD3BrnqZs,https://www.youtube.com/watch?v=JwOAO0mxdvM,Yes,"Sep 4, 2020",People & Blogs,65,0:15,1 ,1 ,https://www.mcdonalds.com/us/en-us.html,,,2,Freda Luo,https://www.youtube.com/channel/UCTE0O7zqm2V5h8xnC7mCHDQ,0,"Apr 7, 2020",2
1 Hour Free Training YT Ad,https://www.youtube.com/watch?v=gwjO9c_4lQo,https://www.youtube.com/watch?v=wvcOV-CKtos,Yes,"Mar 27, 2020",Education,236336,1:02,0,0,https://www.investmentfundsecrets.com/everwebinar-1?gc_id=10836571886&gclid=EAIaIQobChMI8Ouc6Nfv6wIVgs4oBR0Pgw_aEAEYASAAEgIMbvD_BwE,www.investmentfundsecrets.com/free-class,,2,Bridger Pennington,https://www.youtube.com/channel/UC1_NBRSd-yIX6tyg31RzCew,1870,"Jun 15, 2019",57
The Schlage Encode Smart WiFi Deadbolt. Peace of mind from anywhere.,https://www.youtube.com/watch?v=8bvcS9CgfOQ,https://www.youtube.com/watch?v=hyDm2rxu_Lo,Yes,"Jun 25, 2020",Howto & Style,923621,0:15,0,0,https://www.schlage.com/en/home/smart-locks/encode.html?utm_source=youtube&utm_medium=video&utm_campaign=2020-demand-gen&utm_term=traffic-lpvr-affinity-smart-home&utm_content=affinity_smart_home_encode&intent=&gclid=EAIaIQobChMIlun8gNjv6wIV36GQBB3fFw_ZEAEYASAAEgJ11fD_BwE,"Learn more about the Schlage Encode Smart WiFi Deadbolt at: https://bit.ly/2Ftymrp.

By connecting directly to your WiFi network, the Schlage Encode Smart WiFi Deadbolt offers a simple, stylish upgrade for your home. Use an app to control the lock from anywhere, create up to 100 unique access codes and connect to compatible hubs for voice control. Its easy to install yourself and theres no need for adapters or subscriptionssaving you time and money.

Discover the safety, simplicity and style of Schlage at www.schlage.com.",https://bit.ly/2Ftymrp,1,SchlageLocks,https://www.youtube.com/channel/UCKFQ0_mnQX2bWKy9BjlwDpQ,10200,"Nov 24, 2009",132
SE Online - You're not just another...,https://www.youtube.com/watch?v=SSVsYqN-uRM,https://www.youtube.com/watch?v=W6EefGlaNUM,Yes,"Sep 14, 2020",Nonprofits & Activism,5679,0:24,0,0,https://www.southeastchristian.org/location/seonline?gclid=EAIaIQobChMI4f2Cjtjv6wIV5esoBR0A5AxbEAEYASAAEgI0ZPD_BwE,,,1,Southeast Christian Church,https://www.youtube.com/channel/UCt3wyVBBphgDbiK4QEAkFjQ,21300,"Apr 8, 2014",555
Never Again?,https://www.youtube.com/watch?v=hJldP97cDAM,https://www.youtube.com/watch?v=Y4Ft5dEZ6K0,No,"Aug 10, 2020",Entertainment,1448,0:30,20 ,2 ,https://www.fathomevents.com/events/never-again?utm_source=youtube.com&utm_medium=cpc&utm_campaign=never+again&utm_term=fathom&gclid=EAIaIQobChMIsJuosNjv6wIVss4oBR0C_gRlEAEYASAAEgJK4fD_BwE,,,3,Fathom Events,https://www.youtube.com/channel/UCSAexy0-lgubAz-JpyGKGSA,28700,"Jan 8, 2009","1,520"
Stasher | Endlessly Reusable Silicone Bags,https://www.youtube.com/watch?v=qvK4dQIbkz0,https://www.youtube.com/watch?v=oz2V6iLMKaI,Yes,"Jul 2, 2020",Education,564858,0:15,0,0,https://www.stasherbag.com/collections/the-stasher-ecosystem?utm_campaign=pro_conversion&utm_source=youtube&utm_medium=cpm&gclid=EAIaIQobChMIqPmx2djv6wIVvO0oBR3WHQi_EAEYASAAEgLZr_D_BwE,"Start saving food, money, and time in the kitchen with endlessly reusable silicone bags. Made from pure platinum silicone, Stasher bags are dishwasher and microwave safe, sous-vide ready, and fridge and freezer friendly! 

What started as an endlessly reusable, non-toxic silicone storage bag has exploded into a global mission that's preventing over a billion single-use plastic bags from entering our oceans and landfills. 

We are also a proud member of 1% For the Planet, and a portion of every Stasher sold goes straight to high-impact nonprofits like Surfrider and 5 Gyers, that are dedicated to preserving and rehabilitating our oceans.

If just one person replaces a single-use plastic bag with a reusable alternative one time per day, five times per week, they are removing 260 single-use plastic bags from entering the waste stream per year. Will you join the plastic-free movement?

Find out more about Stasher: 
Save What Matters:  https://stasherbag.com/savewhatmatters

Join our squad on Instagram: https://instagram.com/stasherbag

Or follow us on Facebook: https://facebook.com/stasherbag 

Were also really Pinteresting: https://pinterest.com/stasherbag","https://stasherbag.com/savewhatmatters ,https://instagram.com/stasherbag ,https://facebook.com/stasherbag ,https://pinterest.com/stasherbag",1,stasher,https://www.youtube.com/channel/UCUaa9pLHdSjtH2DSoiKp_4Q,1260,"Feb 8, 2016",29
GREAT DENIM is in our JEANS,https://www.youtube.com/watch?v=dNNCGRhJmCU,https://www.youtube.com/watch?v=o6ArvrtcsWI,No,"Sep 10, 2020",Howto & Style,433548,0:14,7 ,1 ,https://www.jcrew.com/c/womens_category/denim_jeans?srccode=Display|DisplayProspecting|GoogleDisplayNetwork|CREW_ENG_NEWCUST_COUSA_AW_VI_BENG_TVFAMIDFUN_URBAN_00_0000_CPV_2P_GG_XX_XX_BROADAFFINITY_F_1844_COUSA_P_X_X_XX_YOUT_OA_AAFU_XX_EN_MP_T4AD15V&utm_source=GoogleDisplayNetwork&utm_medium=Display&utm_campaign=CREW_ENG_NEWCUST_COUSA_AW_VI_BENG_URBAN_000000CPV_2PGG_XXXX_BROADAFFINITY_F1844_COUSA_PXXXX_YOUTOA_AAFU_XX_EN_MP_T4AD15V&utm_content=DisplayProspecting&dclid=&gclid=EAIaIQobChMI9LGquNnv6wIVduwoBR0O2wCEEAEYASAAEgI_E_D_BwE,"Introducing our latest collection of flattering fits & one-of-a-kind washes. Because theres nothing like that new-jeans-feeling

Shop new arrivals: https://www.jcrew.com/c/womens-featur...

Still havent subscribed to J.Crew on YouTube?   https://www.youtube.com/user/jcrewins...
 
CONNECT WITH J.CREW
Web: http://www.jcrew.com
Instagram: http://www.instagram.com/jcrew & https://www.instagram.com/jcrewmens
Twitter: http://www.twitter.com/jcrew
Facebook: http://www.facebook.com/jcrew","https://www.jcrew.com/c/womens-featur... ,https://www.youtube.com/user/jcrewins... ,http://www.jcrew.com ,http://www.instagram.com/jcrew ,https://www.instagram.com/jcrewmens ,http://www.twitter.com/jcrew ,http://www.facebook.com/jcrew",1,J.Crew,https://www.youtube.com/channel/UCYKrMt2ruH1gv83Gc4T4n9A,14300,"Sep 29, 2010",119
OurPeople - Team Communication & Digital Workplace - Everyone Connected (US),https://www.youtube.com/watch?v=PQ_9r1q0txs,https://www.youtube.com/watch?v=pXrAWHfWUcA,No,"Jul 14, 2020",People & Blogs,7271,1:26,0,0,https://www.ourpeople.com/en-us/?gclid=EAIaIQobChMIyMjv5tnv6wIVQuwoBR1JeQviEAEYASAAEgIzI_D_BwE,"OurPeople, a simple, secure and intuitive platform. Organize, engage and inspire your frontline workers. From sharing secure files, delivering timely information, managing schedules and shifts, or onboarding new hires, OurPeople turns chaos into a connected workforce. Send and receive important documents, shift changes, surveys, quizzes or polling. Share relevant information and receive real time reports. OurPeople, a simple solution for a connected workforce.",,1,OurPeople,https://www.youtube.com/channel/UCrmpubZTHXTRPnwLs0cZrcw,0,"Jul 14, 2020",3
